DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,1995,1719.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,1996,1687.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,1997,1679.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,1998,1728.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,1999,1742.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2000,1862.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2001,1831.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2002,1787.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2003,1921.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2004,2029.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2005,2021.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2006,1932.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2007,2185.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2008,2660.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2009,2058.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2010,1936.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2011,1977.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2012,1914.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2013,2062.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2014,1959.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2015,1942.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2016,2168.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2017,2234.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2018,2277.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2019,2429.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2020,2379.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2021,2431.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2022,2702.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Austria,2023,2879.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,1995,3248.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,1996,3052.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,1997,3036.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,1998,3017.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,1999,3096.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2000,3113.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2001,3198.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2002,3248.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2003,3213.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2004,3253.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2005,3314.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2006,3267.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2007,3485.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2008,3730.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2009,3484.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2010,3529.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2011,3561.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2012,3574.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2013,3630.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2014,3530.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2015,3449.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2016,3457.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2017,3520.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2018,3481.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2019,3769.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2020,4138.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2021,4454.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2022,5440.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Belgium,2023,5645.3,p,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,1995,191.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,1996,112.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,1997,193.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,1998,391.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,1999,376.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2000,459.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2001,416.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2002,456.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2003,468.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2004,359.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2005,484.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2006,439.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2007,450.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2008,456.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2009,450.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2010,641.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2011,475.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2012,438.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2013,505.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2014,560.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2015,597.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2016,541.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2017,564.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2018,649.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2019,729.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2020,914.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2021,1158.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2022,1339.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Bulgaria,2023,1388.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,1995,4126.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,1996,3885.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,1997,3543.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,1998,3559.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,1999,3366.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2000,3460.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2001,3458.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2002,3539.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2003,3355.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2004,3277.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2005,3213.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2006,3070.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2007,2964.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2008,3237.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2009,3426.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2010,3648.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2011,4147.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2012,4204.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2013,4363.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2014,4254.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2015,4814.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2016,4919.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2017,4947.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2018,4780.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2019,5305.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2020,5874.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2021,5447.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2022,6376.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Switzerland,2023,7176.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,1995,164.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,1996,253.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,1997,251.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,1998,168.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,1999,193.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2000,186.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2001,221.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2002,246.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2003,268.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2004,248.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2005,272.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2006,301.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2007,293.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2008,313.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2009,330.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2010,423.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2011,376.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2012,358.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2013,301.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2014,278.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2015,264.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2016,292.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2017,416.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2018,409.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2019,397.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2020,405.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2021,437.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2022,443.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Cyprus,2023,597.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,1995,772.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,1996,880.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,1997,956.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,1998,905.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,1999,1063.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2000,1144.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2001,1291.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2002,1541.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2003,1712.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2004,1215.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2005,1650.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2006,1420.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2007,1521.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2008,1658.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2009,1508.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2010,1538.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2011,1456.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2012,1302.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2013,1208.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2014,1093.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2015,1548.1,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2016,1276.8,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2017,1554.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2018,1822.2,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2019,1977.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2020,2198.4,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2021,2297.9,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2022,2738.7,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Czechia,2023,3799.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,1995,24676.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,1996,23893.5,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,1997,22757.6,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,1998,22466.3,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,1999,22902.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2000,23502.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2001,23084.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2002,23336.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2003,23797.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2004,23064.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2005,24163.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2006,25556.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2007,22813.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2008,23973.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2009,25829.0,,
ESTAT:GOV_10A_EXP(1.0),21/10/25 11:00:00,Annual,Million euro,General government,Defence,Total general government expenditure,Germany,2010,26771.0,,
